City,Year,Latitude,Longitude,Historical_Event_Count,Frequency_Past_EQ,Average_Magnitude,Time_Since_Last_Event,Nearby_Fault_Activity,Seismic_Zone,Proximity_to_Fault_Line_km,Soil_Type,Depth_km,Magnitude,Predicted_Hazard_Level,Building_Type,Building_Age_Years,Building_Material,Population_Density,Predicted_Damage_Level,Estimated_Damage_Percent,Average_Building_Value_INR,Number_of_Structures,Insurance_Coverage,Estimated_Financial_Loss_INR,Estimated_Insurance_Recovery_INR,Net_Economic_Impact_INR,Risk_Propensity_Score,Hazard_Scenario_Type,Disaster_Preparedness_Index,Infrastructure_Density,Economic_Resilience_Score,Time_to_Recovery_Days
Fukuoka,2000,32.3538,130.2253,81,2.98,4.48,0,High,III,24.1,Rocky,37.7,5.3,Low,High-rise,61,Brick,High,Moderate,39.0,39138622.22,555,Partial,8471554779.52,4235777389.76,4235777389.76,0.82,Best case,0.87,27.98,0.84,723
Osaka,1724,31.8743,131.5983,4,2.39,5.0,94,Moderate,IV,49.91,Stiff,17.2,4.6,High,School,98,Steel,High,Moderate,9.85,6416615.15,819,None,517637969.07,0.0,517637969.07,0.43,Worst case,0.58,39.63,0.84,486
Nagoya,1681,36.3948,135.0056,58,0.98,4.35,94,Low,IV,0.64,Soft,56.7,5.9,Low,School,37,Concrete,Low,Low,9.65,27238058.15,899,Full,2362996877.72,2362996877.72,0.0,0.87,Likely,0.74,24.63,0.57,72
Sapporo,1748,41.5534,141.2155,1,0.39,5.81,15,Low,III,33.8,Soft,31.3,7.7,High,School,13,Brick,Low,High,37.95,16836518.24,339,Full,2166026489.84,2166026489.84,0.0,0.91,Worst case,0.24,18.97,0.66,658
Fukuoka,1989,34.3326,138.7841,81,0.92,4.42,25,High,II,25.72,Stiff,26.5,7.3,Moderate,Hospital,68,Concrete,Medium,Low,48.14,20661376.58,717,Partial,7131559253.58,3565779626.79,3565779626.79,0.3,Worst case,0.94,45.51,0.8,506
Nagoya,1988,39.4194,134.1279,74,3.21,4.25,21,Low,III,43.64,Soft,57.9,4.9,High,Residential,23,Mixed,High,High,65.79,16432651.03,715,Partial,7729894395.54,3864947197.77,3864947197.77,0.62,Best case,0.96,25.65,0.17,114
Sendai,1840,35.0446,134.9291,58,2.23,4.67,95,Moderate,II,24.28,Stiff,50.8,4.1,High,Commercial,65,Steel,High,Moderate,22.5,16762632.07,876,Full,3303914781.0,3303914781.0,0.0,0.87,Likely,0.1,46.9,0.2,493
Kobe,1738,37.2428,139.8904,40,4.51,7.26,13,Moderate,III,24.59,Soft,63.3,7.2,Low,Hospital,42,Concrete,High,High,73.13,26940140.45,290,Full,5713384166.21,5713384166.21,0.0,0.31,Worst case,0.28,2.85,0.68,265
Fukuoka,1821,30.7852,133.4647,16,4.03,5.32,93,Low,V,20.8,Stiff,68.6,4.8,Moderate,Hospital,35,Concrete,Medium,Moderate,60.12,19600368.47,957,Full,11277040638.62,11277040638.62,0.0,0.44,Best case,0.92,31.15,0.47,589
Sapporo,1835,30.727,133.1541,83,4.4,5.92,72,Moderate,II,19.11,Stiff,23.3,6.9,Low,Hospital,26,Wood,Medium,Moderate,32.25,5582486.06,485,Partial,873170600.86,436585300.43,436585300.43,0.24,Worst case,0.15,22.84,0.14,569
Yokohama,1846,41.4946,137.4692,85,1.6,6.08,13,Low,IV,33.65,Soft,8.1,6.3,Low,High-rise,17,Concrete,Medium,High,79.99,8203732.79,967,None,6345614385.38,0.0,6345614385.38,0.89,Best case,0.12,37.88,0.53,293
Nagoya,1835,31.3966,137.0221,83,1.86,5.89,48,Moderate,V,35.13,Stiff,67.1,6.1,Moderate,Residential,33,Concrete,Medium,High,87.36,46720805.0,859,Full,35060338618.03,35060338618.03,0.0,0.37,Worst case,0.21,42.29,0.43,492
Hiroshima,1792,37.0622,132.9839,45,2.93,6.25,43,Low,III,21.8,Rocky,53.7,7.3,Low,Hospital,54,Brick,Low,Low,16.26,33941849.97,671,Partial,3703211964.24,1851605982.12,1851605982.12,0.58,Likely,0.94,41.91,0.86,372
Niigata,1662,43.1611,130.6042,7,0.87,4.11,60,Moderate,III,12.04,Rocky,20.6,4.3,Low,Residential,14,Concrete,Medium,Moderate,81.18,20820062.16,347,None,5864899082.14,0.0,5864899082.14,0.92,Best case,0.41,31.45,0.13,654
Tokyo,1681,35.5305,140.3504,92,1.8,6.93,75,High,IV,33.79,Soft,21.2,4.1,Low,Hospital,41,Mixed,Low,High,28.77,10384544.78,288,Full,860438457.56,860438457.56,0.0,0.12,Best case,0.13,45.22,0.17,81
Niigata,1983,33.4225,141.1003,17,4.8,6.77,39,High,III,20.09,Rocky,10.0,6.9,High,Residential,68,Mixed,Medium,High,37.6,8459182.48,649,Full,2064243545.5,2064243545.5,0.0,0.83,Best case,0.33,32.17,0.51,681
Fukuoka,1578,43.7544,144.9521,62,3.35,6.74,24,Low,IV,25.29,Stiff,6.2,7.7,Moderate,School,89,Wood,Medium,High,63.5,39465334.97,23,Partial,576391217.24,288195608.62,288195608.62,0.28,Worst case,0.54,44.03,0.57,512
Tokyo,1572,37.0162,134.0919,93,0.69,6.81,13,Moderate,IV,27.8,Soft,31.3,5.8,Low,Residential,79,Brick,High,Low,49.22,34177595.45,279,Full,4693397282.06,4693397282.06,0.0,0.67,Likely,0.51,17.55,0.45,312
Yokohama,1688,43.8674,137.8261,71,2.22,6.18,62,Moderate,II,11.07,Stiff,57.4,4.2,Moderate,Commercial,63,Wood,Medium,High,59.18,28278753.57,858,Partial,14358944339.22,7179472169.61,7179472169.61,0.11,Worst case,0.33,20.93,0.51,223
Nagoya,1624,39.7215,130.2754,87,2.67,4.99,9,Moderate,IV,4.29,Rocky,10.9,7.7,High,Hospital,28,Wood,Low,Moderate,43.45,3115344.25,659,Partial,892033653.5,446016826.75,446016826.75,0.63,Likely,0.85,3.14,0.31,611
Tokyo,1754,30.1375,133.021,43,4.98,4.67,78,High,IV,3.35,Stiff,6.8,5.0,High,School,39,Concrete,High,Moderate,66.54,11390197.62,76,Full,576006849.72,576006849.72,0.0,0.47,Likely,0.27,26.34,0.92,422
Sapporo,1784,30.162,140.5152,22,4.55,4.43,43,Low,III,39.21,Rocky,43.0,4.3,Low,Commercial,33,Wood,Low,High,10.99,14629038.38,583,Full,937307358.37,937307358.37,0.0,0.26,Best case,0.78,45.67,0.6,59
Tokyo,1967,32.4328,137.2966,56,1.07,7.44,8,High,V,6.31,Stiff,66.5,4.5,Moderate,High-rise,64,Steel,Medium,Moderate,53.59,3273741.41,898,None,1575449423.41,0.0,1575449423.41,0.75,Worst case,0.78,11.73,0.5,382
Yokohama,2021,34.5929,139.8344,27,4.82,7.12,63,High,III,29.22,Rocky,38.1,5.3,Moderate,Commercial,6,Steel,Low,Low,31.73,29467460.74,875,Full,8181272131.2,8181272131.2,0.0,0.16,Worst case,0.88,25.48,0.49,664
Kobe,1547,39.3629,131.9805,77,1.39,4.85,12,High,IV,40.89,Soft,27.5,7.2,High,Residential,83,Steel,High,Moderate,13.58,48132523.7,247,Full,1614489989.46,1614489989.46,0.0,0.79,Worst case,0.29,25.57,0.31,73
Nagoya,1578,32.0212,134.7221,67,1.22,7.23,1,High,III,19.0,Soft,37.6,6.4,Low,School,99,Steel,High,High,14.61,38113830.07,266,None,1481202532.48,0.0,1481202532.48,0.26,Best case,0.83,27.55,0.22,300
Nagoya,1853,43.9867,144.2096,55,3.22,7.06,77,Moderate,III,45.75,Soft,24.1,6.0,Moderate,Hospital,95,Wood,Low,High,39.56,19775058.96,771,None,6031543273.25,0.0,6031543273.25,0.95,Likely,0.91,43.74,0.16,35
Hiroshima,1590,32.2118,139.1748,74,0.63,4.35,70,High,II,45.61,Rocky,66.5,5.0,High,Residential,11,Concrete,Low,Low,50.96,48430520.04,869,Full,21447087727.76,21447087727.76,0.0,0.97,Likely,0.87,6.39,0.95,303
Osaka,1860,38.4238,131.0971,9,2.77,5.18,59,Low,IV,7.14,Rocky,50.2,4.7,Low,School,89,Wood,High,High,41.89,41151964.83,841,None,14497627334.59,0.0,14497627334.59,0.12,Best case,0.64,35.08,0.84,120
Sendai,1956,37.2016,138.0306,64,4.08,6.99,0,High,IV,41.66,Rocky,65.4,6.5,Moderate,School,59,Steel,Low,Low,51.95,3474866.07,632,None,1140881927.57,0.0,1140881927.57,0.98,Best case,0.93,39.5,0.39,414
Niigata,1626,40.0493,130.006,55,3.75,4.28,90,High,V,19.31,Stiff,36.5,5.4,Moderate,Hospital,69,Brick,Low,High,15.72,7040912.45,73,None,80798694.91,0.0,80798694.91,0.12,Worst case,0.49,43.88,0.37,89
Niigata,1638,41.454,144.889,32,2.89,4.19,58,Moderate,IV,44.05,Stiff,39.3,7.3,Moderate,Commercial,57,Brick,High,Low,51.31,14891852.32,440,Partial,3362044147.17,1681022073.585,1681022073.585,0.6,Likely,0.41,48.13,0.59,478
Hiroshima,1618,37.3917,132.4107,2,0.88,5.71,28,Moderate,II,48.31,Rocky,57.1,6.5,Moderate,Hospital,36,Concrete,Low,High,36.75,33828526.28,453,Partial,5631688483.78,2815844241.89,2815844241.89,0.92,Likely,0.85,15.58,0.81,207
Yokohama,1916,32.2719,136.6277,32,1.59,5.27,23,Low,V,49.47,Stiff,7.6,6.6,High,Commercial,65,Wood,Low,Moderate,32.26,43514439.12,213,None,2990042466.8,0.0,2990042466.8,0.58,Likely,0.53,35.44,0.16,568
Sapporo,1684,41.1425,139.9239,30,1.03,6.01,31,Low,III,27.68,Rocky,17.2,4.2,Moderate,Hospital,61,Concrete,Medium,High,34.95,12468830.98,656,Partial,2858753816.45,1429376908.225,1429376908.225,0.93,Likely,0.28,48.07,0.23,321
Nagoya,1525,42.4454,135.2471,16,2.61,4.94,21,High,V,33.78,Rocky,55.5,6.2,Low,Hospital,46,Brick,Low,Low,8.59,25318461.15,345,None,750325255.41,0.0,750325255.41,0.99,Worst case,0.17,34.26,0.26,695
Sendai,1664,32.9566,143.1304,27,2.32,5.89,36,High,IV,9.73,Rocky,52.6,4.6,High,Residential,9,Brick,Medium,High,54.23,10264805.04,921,Full,5126842075.11,5126842075.11,0.0,0.72,Best case,0.57,15.6,0.48,234
Osaka,1704,31.8144,131.1805,66,1.88,4.88,6,High,V,4.46,Stiff,33.0,4.7,Moderate,High-rise,82,Wood,Low,Low,76.51,29408556.41,251,Full,5647622113.83,5647622113.83,0.0,0.39,Likely,0.19,48.82,0.36,413
Tokyo,1880,40.827,131.2013,47,4.07,5.88,91,Low,III,36.95,Stiff,57.8,4.5,Moderate,School,90,Concrete,Medium,Moderate,63.31,13245184.36,571,None,4788135470.66,0.0,4788135470.66,0.66,Best case,0.24,23.98,0.55,264
Kobe,1711,33.2522,140.0442,57,1.73,4.25,38,High,II,21.21,Soft,34.0,5.0,High,School,21,Brick,High,Moderate,30.91,34707594.48,180,None,1931061141.68,0.0,1931061141.68,0.37,Best case,0.26,5.21,0.74,261
Yokohama,1694,36.6578,132.8202,27,2.14,5.64,3,Moderate,IV,26.36,Soft,52.7,4.2,Low,School,56,Steel,High,Low,64.75,11590173.92,841,Full,6311400232.7,6311400232.7,0.0,0.27,Best case,0.29,2.13,0.91,496
Sendai,1772,33.413,134.194,60,4.57,6.71,13,Moderate,IV,37.68,Rocky,67.1,7.1,Moderate,Commercial,87,Concrete,High,Moderate,52.38,13545037.48,286,Partial,2029138720.76,1014569360.38,1014569360.38,0.85,Likely,0.28,44.74,0.51,323
Yokohama,1668,39.0601,143.07,59,4.92,7.36,18,Low,III,49.81,Rocky,60.0,6.4,Low,Hospital,14,Brick,Medium,Low,81.62,28314034.68,506,None,11693617043.54,0.0,11693617043.54,0.85,Best case,0.85,35.21,0.36,354
Osaka,1661,30.5755,143.062,88,2.95,6.45,51,High,II,33.37,Soft,5.8,7.5,High,Hospital,3,Wood,Medium,Moderate,13.08,3656375.47,442,Partial,211388228.87,105694114.435,105694114.435,0.5,Best case,0.55,20.78,0.71,277
Niigata,1581,44.4213,138.9892,59,4.67,7.01,60,Moderate,II,8.51,Soft,22.7,4.9,Moderate,Hospital,53,Steel,Low,Moderate,11.17,42665567.7,997,Full,4751446680.35,4751446680.35,0.0,0.96,Best case,0.46,25.81,0.97,150
Kobe,1991,31.9467,138.3523,25,3.44,4.89,89,Moderate,V,28.07,Soft,17.1,4.9,Moderate,School,45,Mixed,Low,Moderate,6.92,6530049.09,96,None,43380422.11,0.0,43380422.11,0.54,Best case,0.4,27.91,0.77,672
Kobe,1895,34.8691,140.8174,50,4.8,7.26,2,Moderate,II,36.17,Rocky,22.8,7.4,High,Hospital,2,Steel,Medium,Low,27.05,5147788.93,668,None,930174572.92,0.0,930174572.92,0.85,Worst case,0.23,23.35,0.54,114
Fukuoka,1593,41.8356,135.2646,41,4.17,5.02,96,Low,III,3.06,Rocky,43.4,8.0,Moderate,Residential,93,Concrete,Medium,Moderate,8.97,39197052.41,495,Full,1740407922.58,1740407922.58,0.0,0.95,Worst case,0.64,6.16,0.62,469
Sapporo,1676,39.9295,136.9728,94,1.35,6.36,26,Low,III,25.39,Soft,39.4,7.2,High,Commercial,88,Mixed,High,Moderate,7.43,31911700.89,592,Full,1403655310.67,1403655310.67,0.0,0.75,Worst case,0.55,44.81,0.93,573
Nagoya,1890,34.122,140.9973,97,1.9,5.9,13,High,II,35.34,Soft,24.4,5.6,High,Residential,68,Wood,Medium,Moderate,54.37,36004990.54,857,Full,16776557746.6,16776557746.6,0.0,0.67,Likely,0.76,19.18,0.75,38
Yokohama,1628,31.8024,138.0183,44,2.15,6.56,32,Low,IV,3.71,Stiff,17.5,7.4,High,Hospital,59,Mixed,Medium,Low,77.26,49881547.05,842,Full,32449402897.2,32449402897.2,0.0,0.99,Best case,0.29,1.58,1.0,354
Kobe,1989,34.5686,132.6406,49,2.94,7.16,17,Low,III,42.03,Rocky,60.1,7.1,Moderate,High-rise,38,Steel,High,Low,73.49,30523056.82,446,Full,10004401927.83,10004401927.83,0.0,0.26,Likely,0.91,20.46,0.32,570
Niigata,1683,34.808,141.1663,63,4.81,4.66,55,High,II,28.29,Soft,15.2,6.8,Moderate,School,86,Wood,High,High,60.3,44594683.22,498,Full,13391515802.87,13391515802.87,0.0,0.47,Worst case,0.2,29.27,0.14,85
Fukuoka,1593,34.8837,144.754,13,4.43,7.23,60,High,V,2.82,Soft,6.6,5.8,High,High-rise,16,Mixed,Low,High,8.93,18432930.13,238,Full,391762437.22,391762437.22,0.0,0.25,Worst case,0.72,26.21,0.28,230
Yokohama,1742,40.2816,141.6851,49,0.82,4.26,76,Low,V,40.6,Rocky,57.5,4.8,Moderate,School,77,Wood,Low,High,66.31,8664919.02,263,Full,1511121151.97,1511121151.97,0.0,0.13,Best case,0.66,39.12,0.55,614
Osaka,1849,40.0683,130.4717,84,3.49,7.05,78,High,IV,38.24,Rocky,16.3,5.3,Moderate,High-rise,72,Steel,Medium,Moderate,49.86,26363861.59,163,Full,2142638486.37,2142638486.37,0.0,0.94,Likely,0.57,15.29,0.34,517
Nagoya,1968,44.0633,137.9481,34,2.82,6.59,29,High,V,38.4,Stiff,53.6,5.2,Moderate,High-rise,40,Wood,Low,Low,76.22,4545505.63,898,None,3111196783.29,0.0,3111196783.29,0.23,Likely,0.89,29.54,0.21,656
Sapporo,1729,42.6719,143.4634,96,1.46,7.49,77,Low,II,32.24,Soft,28.1,4.2,Moderate,Hospital,83,Steel,High,Moderate,52.11,38339603.33,732,Full,14624457660.13,14624457660.13,0.0,0.11,Worst case,0.18,17.01,0.49,653
Niigata,1645,30.8302,132.1687,69,4.62,5.49,76,Moderate,IV,2.73,Rocky,31.5,4.7,High,High-rise,32,Wood,Medium,High,68.6,45249482.0,561,Full,17414082149.77,17414082149.77,0.0,0.15,Best case,0.48,35.67,0.52,217
Sendai,1790,37.9118,132.1169,71,1.99,5.2,94,High,IV,31.69,Rocky,64.5,4.8,Low,School,28,Concrete,High,Moderate,54.29,8963266.59,821,Partial,3995115251.43,1997557625.715,1997557625.715,0.25,Best case,0.76,15.76,0.52,479
Sendai,2000,32.5691,141.1246,65,4.61,4.45,75,Moderate,IV,34.41,Soft,13.3,5.7,Low,High-rise,33,Mixed,Low,High,53.03,33814514.65,354,Full,6347870340.09,6347870340.09,0.0,0.89,Likely,0.9,10.63,0.65,485
Niigata,1732,38.6576,144.0436,56,4.91,5.85,21,High,III,18.9,Rocky,11.7,6.9,Low,School,62,Brick,Low,Low,44.95,43037936.54,806,Partial,15592515294.63,7796257647.315,7796257647.315,0.39,Worst case,0.4,2.26,0.41,612
Fukuoka,1916,41.244,136.5602,9,2.33,4.11,24,Moderate,III,31.92,Rocky,23.6,5.2,Moderate,Residential,23,Steel,Low,High,34.06,46286703.31,262,None,4130495800.62,0.0,4130495800.62,0.71,Best case,0.45,13.92,0.96,263
Yokohama,1873,39.784,140.907,98,0.82,7.0,56,Moderate,III,11.68,Soft,22.1,4.2,Low,School,24,Brick,Medium,Low,43.58,33856484.82,184,None,2714856719.56,0.0,2714856719.56,0.2,Likely,0.2,36.25,0.87,73
Osaka,1729,42.666,133.5883,59,2.46,5.61,30,Low,III,25.8,Stiff,21.5,7.8,Low,Commercial,61,Concrete,Medium,Low,10.98,31920674.61,539,Partial,1889135748.9,944567874.45,944567874.45,0.44,Worst case,0.47,36.65,0.51,105
Kobe,1580,44.1614,135.0392,67,0.57,4.7,94,High,III,10.31,Stiff,62.0,4.6,Low,Hospital,1,Mixed,High,Low,22.63,45386659.41,329,None,3379159337.05,0.0,3379159337.05,0.44,Likely,0.88,28.85,0.5,704
Tokyo,1731,31.9762,140.2036,76,3.11,6.91,15,Low,V,1.67,Stiff,64.3,4.5,Moderate,Hospital,42,Brick,Medium,Low,64.33,39722735.29,305,None,7793858861.68,0.0,7793858861.68,0.56,Best case,0.22,28.98,0.47,261
Kobe,1751,32.0456,132.9503,94,1.07,4.03,43,Low,IV,20.11,Soft,29.4,4.7,Moderate,Residential,18,Brick,Medium,Moderate,88.68,15589953.53,635,Partial,8778983451.91,4389491725.955,4389491725.955,0.86,Worst case,0.13,47.07,0.9,139
Yokohama,1526,30.2317,136.536,21,3.27,4.16,37,Low,III,37.33,Soft,11.1,6.1,High,Residential,99,Wood,Medium,Moderate,13.9,41309748.43,409,Full,2348500507.99,2348500507.99,0.0,0.45,Best case,0.95,24.61,0.61,270
Tokyo,1873,37.5536,142.0246,44,2.5,6.97,8,Low,II,19.96,Stiff,32.0,5.6,Low,Hospital,97,Mixed,Low,High,23.8,14186867.88,342,Full,1154754297.96,1154754297.96,0.0,0.53,Worst case,0.14,16.17,0.36,532
Fukuoka,1708,35.9216,137.3832,55,2.12,5.88,0,Moderate,V,33.99,Soft,44.6,7.1,Moderate,Commercial,26,Brick,Medium,High,15.31,6574335.98,765,Partial,769996091.48,384998045.74,384998045.74,0.2,Worst case,0.49,48.63,0.13,80
Niigata,1644,34.7116,139.502,26,3.18,4.33,83,High,V,41.09,Stiff,55.0,6.4,Moderate,Residential,79,Concrete,High,High,27.31,6972571.39,136,Partial,258972457.54,129486228.77,129486228.77,0.42,Best case,1.0,44.55,0.14,269
Yokohama,1661,39.6151,143.5189,48,0.81,7.17,44,Moderate,III,31.25,Rocky,52.4,7.7,High,School,29,Steel,Medium,Low,34.39,9398517.3,675,Partial,2181701317.14,1090850658.57,1090850658.57,0.64,Worst case,0.15,44.79,0.58,479
Yokohama,1837,43.1989,144.9961,42,0.29,7.08,92,High,IV,13.06,Soft,68.8,7.6,Low,Hospital,44,Steel,Medium,Low,7.63,14469887.25,679,None,749651577.68,0.0,749651577.68,0.64,Best case,0.94,12.47,0.18,699
Nagoya,1859,30.2839,130.5384,6,0.85,7.23,40,High,V,36.59,Soft,51.1,4.8,Moderate,School,93,Mixed,High,Low,69.07,22913473.3,553,Partial,8751963812.6,4375981906.3,4375981906.3,0.49,Worst case,0.8,39.41,0.51,467
Niigata,1712,39.8965,132.0547,29,1.22,4.96,1,Low,III,27.99,Stiff,67.5,6.5,Low,Residential,51,Wood,Medium,Low,43.7,45513439.85,221,Partial,4395551480.39,2197775740.195,2197775740.195,0.76,Best case,0.37,17.92,0.99,278
Yokohama,1544,36.0697,130.9367,19,1.36,6.43,26,Moderate,V,2.82,Soft,48.7,7.4,Moderate,Hospital,35,Concrete,Low,Low,49.38,20675545.16,209,Full,2133803097.8,2133803097.8,0.0,0.53,Likely,0.66,23.36,0.9,672
Tokyo,1718,35.0469,138.8373,51,3.75,4.75,83,High,IV,11.38,Rocky,39.1,7.2,High,Commercial,82,Brick,Low,Moderate,37.15,39900887.1,482,Full,7144772546.79,7144772546.79,0.0,0.81,Best case,0.19,14.3,0.87,551
Osaka,1741,38.0022,130.7913,64,1.41,4.14,14,Low,V,5.11,Soft,53.4,7.2,High,Residential,95,Mixed,Low,Moderate,7.65,43639637.83,900,Full,3004589064.6,3004589064.6,0.0,0.5,Best case,0.2,35.59,0.92,348
Sendai,1745,42.0206,135.9645,69,1.0,6.25,85,Low,V,27.59,Soft,46.1,5.0,Low,Residential,47,Concrete,High,Low,19.43,48317005.56,114,Full,1070231336.56,1070231336.56,0.0,0.11,Best case,0.31,41.19,0.29,383
Yokohama,1794,31.9485,140.7315,65,3.46,6.92,85,Low,IV,27.76,Soft,52.5,6.1,Low,Hospital,42,Brick,Medium,Moderate,46.31,16375325.02,538,Full,4079876203.02,4079876203.02,0.0,0.8,Best case,0.76,44.76,0.5,126
